strike_id,country,date_str,president,location,coords_raw,latitude,longitude,total_deaths_min,total_deaths_max,civilian_deaths_min,civilian_deaths_max,children_deaths,injured_min,injured_max,total_deaths,civilian_deaths,civilians_uncertain,date,year,month,civilians_forced
YEM129,Yemen,06-01-2013,Obama,"Mahfed, Abyan, Yemen","14.061619,46.914966",14.061619,46.914966,7.0,8.0,0.0,0.0,0,0,2,8.0,0.0,False,2013-01-06,2013,1,False
YEM130,Yemen,06-09-2013,Obama,"Jawf, Yemen","16.790181,45.299386",16.790181,45.299386,2.0,7.0,1.0,1.0,1,1,0,7.0,1.0,False,2013-09-06,2013,9,False
YEM133,Yemen,08-01-2013,Obama,"Wadi Ser, Hadhramout, Yemen","16.930413,49.365314",16.930413,49.365314,3.0,5.0,4.0,5.0,1,1,3,5.0,5.0,False,2013-01-08,2013,1,False
YEM134,Yemen,08-06-2013,Obama,"Wadi Abida, Marib, Yemen","15.470031,45.322857",15.470031,45.322857,4.0,4.0,0.0,0.0,0,0,0,4.0,0.0,False,2013-06-08,2013,6,False
YEM135,Yemen,08-07-2013,Obama,"Markha, Shabwa, Yemen","14.754630,46.516261",14.75463,46.516261,6.0,8.0,0.0,0.0,0,0,0,8.0,0.0,False,2013-07-08,2013,7,False
YEM136,Yemen,08-08-2013,Obama,"Wadi Abida, Marib, Yemen","15.470031,45.322857",15.470031,45.322857,3.0,8.0,2.0,2.0,2,2,0,8.0,2.0,False,2013-08-08,2013,8,False
YEM137,Yemen,08-08-2013,Obama,"Al Ayoun, Hadhramout, Yemen","16.930413,49.365314",16.930413,49.365314,2.0,7.0,0.0,0.0,0,0,0,7.0,0.0,False,2013-08-08,2013,8,False
YEM138,Yemen,08-08-2013,Obama,"Al Qotn, Hadhramout, Yemen","15.840860,48.483723",15.84086,48.483723,3.0,5.0,0.0,0.0,0,0,0,5.0,0.0,False,2013-08-08,2013,8,False
YEM139,Yemen,08-10-2013,Obama,"Al Askariya, Lahj, Yemen","13.6077214,44.984871",13.6077214,44.984871,2.0,5.0,0.0,0.0,0,0,2,5.0,0.0,False,2013-10-08,2013,10,False
YEM143,Yemen,12-09-2013,Obama,"Al Qotn, Hadhramout, Yemen","15.840860,48.483723",15.84086,48.483723,3.0,3.0,0.0,0.0,0,0,0,3.0,0.0,False,2013-09-12,2013,9,False
YEM144,Yemen,12-12-2013,Obama,"Radaa, Bayda, Yemen","14.411870,44.836513",14.41187,44.836513,12.0,17.0,8.0,16.0,0,0,5,17.0,16.0,False,2013-12-12,2013,12,False
YEM147,Yemen,01-06-2014,Obama,"Radaa, Bayda, Yemen","14.411870,44.836513",14.41187,44.836513,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,False,2014-06-01,2014,6,False
YEM148,Yemen,01-08-2014,Obama,"Al Qotn, Hadhramout, Yemen","15.840860,48.483723",15.84086,48.483723,2.0,2.0,0.0,0.0,0,0,0,2.0,0.0,False,2014-08-01,2014,8,False
YEM151,Yemen,02-03-2014,Obama,"Mahfed, Abyan, Yemen","14.061619,46.914966",14.061619,46.914966,0.0,4.0,0.0,0.0,0,0,0,4.0,0.0,False,2014-03-02,2014,3,False
YEM152,Yemen,03-02-2014,Obama,"Shabwan, Marib, Yemen","15.515888,45.449806",15.515888,45.449806,2.0,3.0,0.0,0.0,0,0,2,3.0,0.0,False,2014-02-03,2014,2,False
YEM153,Yemen,03-03-2014,Obama,"Mahfed, Abyan, Yemen","14.061619,46.914966",14.061619,46.914966,1.0,1.0,0.0,0.0,0,0,0,1.0,0.0,False,2014-03-03,2014,3,False
YEM154,Yemen,03-03-2014,Obama,"Radhum, Shabwa, Yemen","14.754630,46.516261",14.75463,46.516261,2.0,4.0,0.0,0.0,0,0,2,4.0,0.0,False,2014-03-03,2014,3,False
YEM155,Yemen,03-05-2014,Obama,"Khalek, Jawf, Yemen","16.790181,45.299386",16.790181,45.299386,2.0,4.0,0.0,0.0,0,0,0,4.0,0.0,False,2014-05-03,2014,5,False
YEM156,Yemen,03-10-2014,Obama,"Wadi Abida, Marib, Yemen","15.470031,45.322857",15.470031,45.322857,1.0,4.0,0.0,1.0,0,1,0,4.0,1.0,False,2014-10-03,2014,10,False
YEM157,Yemen,03-12-2014,Obama,"Khab Wal Saaf, Jawf, Yemen","16.714858,44.875452",16.714858,44.875452,2.0,3.0,0.0,0.0,0,0,0,3.0,0.0,False,2014-12-03,2014,12,False
YEM158,Yemen,04-01-2014,Obama,"Mahfed, Abyan, Yemen","14.061619,46.914966",14.061619,46.914966,3.0,3.0,0.0,0.0,0,0,4,3.0,0.0,False,2014-01-04,2014,1,False
YEM162,Yemen,05-12-2014,Obama,"Wadi Abida, Marib, Yemen","15.470031,45.322857",15.470031,45.322857,4.0,6.0,0.0,0.0,0,0,0,6.0,0.0,False,2014-12-05,2014,12,False
YEM163,Yemen,06-04-2014,Obama,"Wadi Abida, Marib, Yemen","15.470031,45.322857",15.470031,45.322857,3.0,4.0,0.0,0.0,0,0,0,4.0,0.0,False,2014-04-06,2014,4,False
YEM166,Yemen,08-09-2014,Obama,"Wadi Abida, Marib, Yemen","15.470031,45.322857",15.470031,45.322857,3.0,3.0,0.0,0.0,0,0,2,3.0,0.0,False,2014-09-08,2014,9,False
YEM168,Yemen,09-11-2014,Obama,"Shabwa, Yemen","14.754630,46.516261",14.75463,46.516261,4.0,5.0,0.0,0.0,0,0,0,5.0,0.0,False,2014-11-09,2014,11,False
YEM174,Yemen,11-04-2014,Obama,"Radaa,  Bayda, Yemen","14.411870,44.836513",14.41187,44.836513,9.0,20.0,0.0,0.0,0,0,0,20.0,0.0,False,2014-04-11,2014,4,False
YEM175,Yemen,11-12-2014,Obama,"Azzan, Shabwa, Yemen","14.325435,47.446588",14.325435,47.446588,6.0,8.0,0.0,0.0,0,0,0,8.0,0.0,False,2014-12-11,2014,12,False
YEM177,Yemen,12-06-2014,Obama,"Nasab, Shabwa, Yemen","14.754630,46.516261",14.75463,46.516261,9.0,10.0,0.0,0.0,0,0,3,10.0,0.0,False,2014-06-12,2014,6,False
YEM178,Yemen,12-06-2014,Obama,"Dafaar, Shabwa, Yemen","14.754630,46.516261",14.75463,46.516261,11.0,11.0,8.0,8.0,1,1,0,11.0,8.0,False,2014-06-12,2014,6,False
YEM181,Yemen,02-02-2015,Obama,"Bayda, Yemen","13.988914,45.577100",13.988914,45.5771,3.0,6.0,0.0,0.0,0,0,0,6.0,0.0,False,2015-02-02,2015,2,False
YEM184,Yemen,03-01-2015,Obama,"Markha district, Shabwa, Yemen","14.754630,46.516261",14.75463,46.516261,2.0,3.0,0.0,0.0,0,0,3,3.0,0.0,False,2015-01-03,2015,1,False
YEM185,Yemen,04-12-2015,Obama,"Mukalla, Hadhramout, Yemen","14.540432,49.127197",14.540432,49.127197,3.0,7.0,0.0,0.0,0,0,0,7.0,0.0,False,2015-12-04,2015,12,False
YEM189,Yemen,05-08-2015,Obama,"Mafraq, Shabwa, Yemen","15.4747097,45.3052453",15.4747097,45.3052453,3.0,3.0,0.0,0.0,0,0,0,3.0,0.0,False,2015-08-05,2015,8,False
YEM190,Yemen,05-10-2015,Obama,"Ataq, Shabwa, Yemen","14.529564,46.830127",14.529564,46.830127,1.0,4.0,0.0,0.0,0,0,0,4.0,0.0,False,2015-10-05,2015,10,False
YEM191,Yemen,05-11-2015,Obama,"Mukalla, Hadramout, Yemen","14.540432,49.127197",14.540432,49.127197,4.0,4.0,0.0,0.0,0,0,2,4.0,0.0,False,2015-11-05,2015,11,False
YEM194,Yemen,06-02-2015,Obama,"Jawf, Yemen","16.790181,45.299386",16.790181,45.299386,5.0,20.0,0.0,0.0,0,0,0,20.0,0.0,False,2015-02-06,2015,2,False
YEM195,Yemen,06-09-2015,Obama,"Mukalla, Hadramout, Yemen","14.540432,49.127197",14.540432,49.127197,3.0,3.0,0.0,0.0,0,0,2,3.0,0.0,False,2015-09-06,2015,9,False
YEM199,Yemen,07-03-2015,Obama,"Mukalla, Hadramout, Yemen","14.540432,49.127197",14.540432,49.127197,4.0,4.0,0.0,0.0,0,0,0,4.0,0.0,False,2015-03-07,2015,3,False
YEM200,Yemen,07-11-2015,Obama,"Mukalla, Hadramout, Yemen","14.540432,49.127197",14.540432,49.127197,3.0,10.0,0.0,0.0,0,0,0,10.0,0.0,False,2015-11-07,2015,11,False
YEM202,Yemen,08-12-2015,Obama,"Mukalla-Rukob road, Hadramout, Yemen","14.580239,49.215742",14.580239,49.215742,5.0,5.0,0.0,0.0,0,0,0,5.0,0.0,False,2015-12-08,2015,12,False
YEM206,Yemen,09-09-2015,Obama,"Mukalla, Hadramout, Yemen","14.540432,49.127197",14.540432,49.127197,3.0,6.0,0.0,4.0,0,0,2,6.0,4.0,False,2015-09-09,2015,9,False
YEM207,Yemen,09-11-2015,Obama,"Jawf-Mareb border, Yemen","16.790181,45.299386",16.790181,45.299386,4.0,4.0,0.0,0.0,0,0,0,4.0,0.0,False,2015-11-09,2015,11,False
YEM208,Yemen,09-12-2015,Obama,"Mukalla, Hadramout, Yemen","14.540432,49.127197",14.540432,49.127197,4.0,5.0,0.0,0.0,0,0,0,5.0,0.0,False,2015-12-09,2015,12,False
YEM213,Yemen,02-03-2016,Obama,"Rawda city, Shabwa, Yemen","15.369026,47.027292",15.369026,47.027292,6.0,6.0,0.0,0.0,0,0,0,6.0,0.0,False,2016-03-02,2016,3,False
YEM214,Yemen,02-03-2016,Obama,"Maraquesha, Abyan, Yemen","13.634341,46.056321",13.634341,46.056321,3.0,3.0,0.0,0.0,0,0,0,3.0,0.0,False,2016-03-02,2016,3,False
YEM217,Yemen,03-04-2016,Obama,"Radhum, Shabwa, Yemen","14.754630,46.516261",14.75463,46.516261,4.0,4.0,0.0,0.0,0,0,0,4.0,0.0,False,2016-04-03,2016,4,False
YEM224,Yemen,04-03-2016,Obama,"Mukalla, Hadramout, Yemen","14.540432,49.127197",14.540432,49.127197,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,False,2016-03-04,2016,3,False
YEM225,Yemen,04-05-2016,Obama,"Zinjibar, Abyan, Yemen","13.135021,45.388639",13.135021,45.388639,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,False,2016-05-04,2016,5,False
YEM231,Yemen,06-09-2016,Obama,"Bayda, Yemen","13.988914,45.577100",13.988914,45.5771,2.0,2.0,0.0,0.0,0,0,0,2.0,0.0,False,2016-09-06,2016,9,False
YEM232,Yemen,06-10-2016,Obama,"Mareb, Yemen","15.470031,45.322857",15.470031,45.322857,2.0,2.0,0.0,0.0,0,0,0,2.0,0.0,False,2016-10-06,2016,10,False
YEM233,Yemen,06-12-2016,Obama,"Haban, Shabwa, Yemen","14.754630,46.516261",14.75463,46.516261,2.0,3.0,0.0,0.0,0,0,1,3.0,0.0,False,2016-12-06,2016,12,False
YEM234,Yemen,07-01-2016,Obama,"Gardan, Shabwa, Yemen","14.754630,46.516261",14.75463,46.516261,3.0,6.0,0.0,0.0,0,0,0,6.0,0.0,False,2016-01-07,2016,1,False
YEM235,Yemen,07-04-2016,Obama,"Shabwa, Yemen","14.754630,46.516261",14.75463,46.516261,2.0,3.0,0.0,0.0,0,0,0,3.0,0.0,False,2016-04-07,2016,4,False
YEM236,Yemen,07-08-2016,Obama,"Central Yemen, Yemen","15.552727,48.516388",15.552727,48.516388,1.0,1.0,0.0,0.0,0,0,0,1.0,0.0,False,2016-08-07,2016,8,False
YEM239,Yemen,08-04-2016,Obama,"Azzan, Shabwa, Yemen","14.325435,47.446588",14.325435,47.446588,2.0,4.0,0.0,0.0,0,0,2,4.0,0.0,False,2016-04-08,2016,4,False
YEM242,Yemen,09-04-2016,Obama,"Shabwa, Yemen","14.754630,46.516261",14.75463,46.516261,6.0,9.0,0.0,0.0,0,0,0,9.0,0.0,False,2016-04-09,2016,4,False
YEM248,Yemen,10-06-2016,Obama,"Shabwah, Yemen","14.754630,46.516261",14.75463,46.516261,2.0,2.0,0.0,0.0,0,0,0,2.0,0.0,False,2016-06-10,2016,6,False
YEM256,Yemen,01-08-2017,Trump,"Bayda, Yemen","13.988914,45.577100",13.988914,45.5771,1.0,1.0,0.0,0.0,0,0,0,1.0,0.0,False,2017-08-01,2017,8,False
YEM262,Yemen,03-02-2017,Trump,"Central Yemen, Yemen","15.552727,48.516388",15.552727,48.516388,2.0,12.0,0.0,0.0,0,0,0,12.0,0.0,False,2017-02-03,2017,2,False
YEM263,Yemen,03-03-2017,Trump,"Yemen, Yemen","15.552727,48.516388",15.552727,48.516388,1.0,8.0,0.0,0.0,0,0,0,8.0,0.0,False,2017-03-03,2017,3,False
YEM264,Yemen,03-04-2017,Trump,"Ahwar, Abyan, Yemen","13.521919,46.711592",13.521919,46.711592,2.0,2.0,0.0,0.0,0,0,0,2.0,0.0,False,2017-04-03,2017,4,False
YEM267,Yemen,04-02-2017,Trump,"Shabwah, Yemen","14.754630,46.516261",14.75463,46.516261,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,False,2017-02-04,2017,2,False
YEM275,Yemen,07-01-2017,Trump,"Al Wadei, Abyan, Yemen","13.6077214,44.984871",13.6077214,44.984871,2.0,2.0,0.0,0.0,0,0,0,2.0,0.0,False,2017-01-07,2017,1,False
YEM277,Yemen,09-09-2017,Trump,"Bayda, Yemen","13.988914,45.577100",13.988914,45.5771,2.0,7.0,0.0,0.0,0,0,0,7.0,0.0,False,2017-09-09,2017,9,False
YEM279,Yemen,10-04-2017,Trump,"Bayda, Yemen","13.988914,45.577100",13.988914,45.5771,1.0,2.0,0.0,0.0,0,0,0,2.0,0.0,False,2017-04-10,2017,4,False
YEM280,Yemen,10-08-2017,Trump,"Raghwan, Marib, Yemen","15.470031,45.322857",15.470031,45.322857,5.0,5.0,0.0,0.0,0,0,0,5.0,0.0,False,2017-08-10,2017,8,False
YEM285,Yemen,11-02-2017,Trump,"Al Wadi, Marib, Yemen","15.470031,45.322857",15.470031,45.322857,2.0,2.0,0.0,0.0,0,0,0,2.0,0.0,False,2017-02-11,2017,2,False
YEM286,Yemen,11-10-2017,Trump,"Bayda, Yemen","13.988914,45.577100",13.988914,45.5771,2.0,2.0,0.0,0.0,0,0,0,2.0,0.0,False,2017-10-11,2017,10,False
YEM287,Yemen,11-11-2017,Trump,"Bayda, Yemen","13.988914,45.577100",13.988914,45.5771,1.0,1.0,0.0,0.0,0,0,0,1.0,0.0,False,2017-11-11,2017,11,False
YEM288,Yemen,11-12-2017,Trump,"Bayda, Yemen","13.988914,45.577100",13.988914,45.5771,2.0,2.0,0.0,0.0,0,0,0,2.0,0.0,False,2017-12-11,2017,12,False
YEM297,Yemen,02-11-2018,Trump,"Bayda, Yemen","13.988914,45.577100",13.988914,45.5771,6.0,6.0,0.0,0.0,0,0,0,6.0,0.0,False,2018-11-02,2018,11,False
YEM300,Yemen,03-05-2018,Trump,"Hadramout, Yemen","16.930413,49.365314",16.930413,49.365314,1.0,4.0,0.0,1.0,0,1,0,4.0,1.0,False,2018-05-03,2018,5,False
YEM301,Yemen,03-07-2018,Trump,"Al Hudhi, Hadramout, Yemen","15.217020,43.070475",15.21702,43.070475,1.0,1.0,1.0,1.0,0,0,0,1.0,1.0,False,2018-07-03,2018,7,False
YEM302,Yemen,03-08-2018,Trump,"Hadramout, Yemen","16.930413,49.365314",16.930413,49.365314,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,False,2018-08-03,2018,8,False
YEM303,Yemen,03-09-2018,Trump,"Al Abr, Hadramout, Yemen","16.133333,47.233333",16.133333,47.233333,6.0,6.0,0.0,6.0,0,0,0,6.0,6.0,False,2018-09-03,2018,9,False
YEM307,Yemen,04-11-2018,Trump,"Hadramout, Yemen","16.930413,49.365314",16.930413,49.365314,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,False,2018-11-04,2018,11,False
YEM316,Yemen,09-09-2018,Trump,"Ahwar, Abyan, Yemen","13.521919,46.711592",13.521919,46.711592,4.0,4.0,0.0,0.0,0,0,0,4.0,0.0,False,2018-09-09,2018,9,False
